2022-05-11 21:47:37+00:00,b'@KobreKimLLP STEVEN KOBRE AND MICHAEL KIM - I AM READY!!!\n#KIMBERLYBERNICEBROWN\n#PAY\n#RACIAL\n#DISCRIMINATION\xe2\x80\xa6 https://t.co/G2hzfMaXNq',b'Kbbrown80',b'New York'
2022-05-11 20:46:18+00:00,"b'Francis, 51,\xc2\xa0ended\xc2\xa0his 15-year career with\xc2\xa0B.C. Corrections in 2013 after\xc2\xa0facing\xc2\xa0repeated #racial slurs and physica\xe2\x80\xa6 https://t.co/SN5xrrCGtM'",b'EqualizerHuman1',b'Kanata'
2022-05-11 20:28:47+00:00,"b""ADAM SILVER - DO NOT BE FAKE SHOCKED I AM PRESSING CERTAIN FEDERAL CHARGES AGAINST YOU! YOU KNOW WHAT YOU'VE DONE!\xe2\x80\xa6 https://t.co/mR76Zoo37G""",b'Kbbrown80',b'New York'
2022-05-11 20:00:45+00:00,"b'VIDEO: Haywood L. Brown, MD, of @USouthFlorida, discusses #racial #disparities in #breastcancer diagnosis and treat\xe2\x80\xa6 https://t.co/Wc19rTijrF'",b'healiowomen',b''
2022-05-11 19:52:44+00:00,b'Frontier airlines Worst airline to travel. Rude employees &amp; flight attendants #frontier #airline #rude #flight\xe2\x80\xa6 https://t.co/VhJYVLGwM1',b'tvanitha',b''
2022-05-11 17:28:57+00:00,"b'@amyklobuchar Continue: to young to know history and how hard it was for woman in 40\xe2\x80\x99s, 50\xe2\x80\x99s, 60\xe2\x80\x99s ealry70\xe2\x80\x99s think\xe2\x80\xa6 https://t.co/qn0ihuGgC3'",b'hottiemarkie33',"b'Las Vegas, NV'"
2022-05-11 16:27:48+00:00,b'#Racial and other #disparities in #firearm deaths have continued to widen for some groups. Learn how we can work to\xe2\x80\xa6 https://t.co/dnVnlvJntz',b'LU_CollegeofAg',"b'Jefferson City, MO'"
2022-05-11 14:23:35+00:00,"b""People need to GROW the FCUK up!!\n\nBloody #BorisJohnson is a #Racist &amp; hasn't even publicly apologised for his\xe2\x80\xa6 https://t.co/4W6CaS72xm""",b'_thetrinitytrio',b'West Yorkshire'
2022-05-11 14:16:00+00:00,b'CA | Stigmabase | #Inequality #Racial\n[2022.05.11] https://t.co/EyNS77SnUj\n\nExclusion is a useful concept because i\xe2\x80\xa6 https://t.co/37ZERkNhsB',b'StigmabaseO',b'Americas | United Kingdom'
2022-05-11 14:13:02+00:00,b'This was clearly #racial profiling &amp; a form of #policebrutality by a police dept full of whitemales yes @NAACP\xe2\x80\xa6 https://t.co/EnCkRlY6KW',b'dzifah',"b'Worcester, MA; Agotime, Ghana'"
